 # NeoMom v0
 # 2026-06-28, T17:25:55
# /home/john/Ant_neomom_to_git/AntennaModeling_neoMoM/input_gui/junk.nml
# &RunTitle
#    title = 'test 4'
# /
# &Frequency_MHz
#    fmin  = 7.0
#    fmax  = 7.0
#    nFreq = 1
# /
# &Ground
#    Ground_Plane = 'real'
#    epsilon = 14.0
#    sigma = 0.005
# /
# &OPTIONS
#    NBASISPERLAMBDA = 40
#    Output_Currents = .FALSE.
# /
# &node_input
#    zHeight = 10.0
#    nNodes = 3
#    units = 'meters'
#  node_list(1) = 'A', 0.0, 0.0, 0.0
#  node_list(2) = 'B', 10.0, 0.0, 0.0
#  node_list(3) = 'C', 20.0, 0.0, 0.0
# /
# &wire_primitive
#    tag   = 'W1',
#    nNodes = 3,
#    nodeTags = 'A' 'B' 'C'
#    radius     = 0.001
# /
# &excitation_input
#    wireTag = 'W1'
#    nodeTag = 'B'
#    voltage = 1.0
#    phase_deg = 0.0
# /
# 
# filename        : /home/john/Ant_neomom_to_git/AntennaModeling_neoMoM/input_gui/junk.csv
# title           : test 4
 # frequency_MHz   :   7.000000    
 # wavelength_m    :   42.82749    
 #
 # input impedance :  (71.35602,-48.30164)
 # SWR             :    2.357587    
 #
 # gain_peak_dBi   :    6.034438    
 # e_theta_max     :   0.0000000E+00  0.0000000E+00
 # e_phi_max       :    20.00000       90.00000    
 # e_total_max     :    20.00000       90.00000    
 #
 # ground_type     : REAL      
 # height above ground :    10.00000    
 #
 # theta_start     :   0.0000000E+00
 # theta_stop      :    90.00000    
 # theta_step      :    5.000000    
 # nTheta          :           19
 # phi_start       :   0.0000000E+00
 # phi_stop        :    360.0000    
 # phi_step        :    5.000000    
 # nPhi            :           73
 #
 # theta_deg, phi_deg, re_Etheta, im_Etheta, re_Ephi, im_Ephi
   90.00       10.00     -0.5925E-06 -0.2792E-06 -0.1075E-06  0.2082E-06
   90.00       15.00     -0.5933E-06 -0.2596E-06 -0.1008E-06  0.3224E-06
   90.00       20.00     -0.5930E-06 -0.2326E-06 -0.1344E-06  0.4232E-06
   90.00       25.00     -0.5902E-06 -0.1985E-06 -0.1612E-06  0.6046E-06
   90.00       30.00     -0.5832E-06 -0.1584E-06 -0.2351E-06  0.6785E-06
   90.00       35.00     -0.5703E-06 -0.1133E-06 -0.2754E-06  0.7725E-06
   90.00       40.00     -0.5499E-06 -0.6507E-07 -0.4400E-06  0.9405E-06
   90.00       45.00     -0.5205E-06 -0.1613E-07 -0.3023E-07  0.1092E-05
   90.00       50.00     -0.4813E-06  0.3071E-07 -0.4031E-07  0.1169E-05
   90.00       55.00     -0.4321E-06  0.7221E-07  0.2250E-06  0.1219E-05
   90.00       60.00     -0.3738E-06  0.1050E-06  0.1612E-06  0.1043E-05
   90.00       65.00     -0.3085E-06  0.1259E-06  0.3090E-06  0.9707E-06
   90.00       70.00     -0.2389E-06  0.1324E-06  0.4366E-06  0.9388E-06
   90.00       75.00     -0.1690E-06  0.1228E-06  0.6583E-06  0.8666E-06
   90.00       80.00     -0.1030E-06  0.9661E-07  0.7692E-06  0.8061E-06
   90.00       85.00     -0.4535E-07  0.5490E-07  0.9539E-06  0.7389E-06
   90.00       90.00      0.1908E-13 -0.3026E-13  0.1075E-05  0.7356E-06
   90.00       95.00      0.2999E-07 -0.6459E-07  0.1058E-05  0.5576E-06
   90.00       100.0      0.4279E-07 -0.1346E-06  0.1068E-05  0.3224E-06
   90.00       105.0      0.3802E-07 -0.2054E-06  0.1111E-05  0.2620E-06
   90.00       110.0      0.1670E-07 -0.2726E-06  0.9522E-06  0.1344E-07
   90.00       115.0     -0.1894E-07 -0.3326E-06  0.1132E-05 -0.5374E-07
   90.00       120.0     -0.6574E-07 -0.3827E-06  0.1118E-05 -0.1511E-06
   90.00       125.0     -0.1201E-06 -0.4213E-06  0.1108E-05 -0.3208E-06
   90.00       130.0     -0.1784E-06 -0.4480E-06  0.9304E-06 -0.5827E-06
   90.00       135.0     -0.2372E-06 -0.4636E-06  0.8800E-06 -0.6050E-06
   90.00       140.0     -0.2937E-06 -0.4694E-06  0.7591E-06 -0.6298E-06
   90.00       145.0     -0.3457E-06 -0.4675E-06  0.7322E-06 -0.5945E-06
   90.00       150.0     -0.3917E-06 -0.4602E-06  0.5576E-06 -0.4543E-06
   90.00       155.0     -0.4307E-06 -0.4496E-06  0.4702E-06 -0.3963E-06
   90.00       160.0     -0.4625E-06 -0.4380E-06  0.2956E-06 -0.3392E-06
   90.00       165.0     -0.4869E-06 -0.4270E-06  0.2284E-06 -0.2351E-06
   90.00       170.0     -0.5041E-06 -0.4181E-06  0.1545E-06 -0.1511E-06
   90.00       175.0     -0.5144E-06 -0.4123E-06  0.8901E-07 -0.8229E-07
   90.00       180.0     -0.5177E-06 -0.4103E-06 -0.7367E-13  0.9009E-13
   90.00       185.0     -0.5144E-06 -0.4123E-06 -0.8565E-07  0.8019E-07
   90.00       190.0     -0.5041E-06 -0.4181E-06 -0.1646E-06  0.1427E-06
   90.00       195.0     -0.4869E-06 -0.4270E-06 -0.2284E-06  0.2418E-06
   90.00       200.0     -0.4625E-06 -0.4380E-06 -0.3224E-06  0.3426E-06
   90.00       205.0     -0.4307E-06 -0.4496E-06 -0.4702E-06  0.3997E-06
   90.00       210.0     -0.3917E-06 -0.4602E-06 -0.4904E-06  0.5382E-06
   90.00       215.0     -0.3457E-06 -0.4675E-06 -0.6046E-06  0.5156E-06
   90.00       220.0     -0.2937E-06 -0.4694E-06 -0.7927E-06  0.6096E-06
   90.00       225.0     -0.2372E-06 -0.4636E-06 -0.7927E-06  0.5508E-06
   90.00       230.0     -0.1784E-06 -0.4480E-06 -0.1008E-05  0.4744E-06
   90.00       235.0     -0.1201E-06 -0.4213E-06 -0.1108E-05  0.5743E-06
   90.00       240.0     -0.6574E-07 -0.3827E-06 -0.1159E-05  0.2351E-06
   90.00       245.0     -0.1893E-07 -0.3326E-06 -0.1031E-05  0.1075E-06
   90.00       250.0      0.1670E-07 -0.2726E-06 -0.1040E-05 -0.1344E-07
   90.00       255.0      0.3802E-07 -0.2054E-06 -0.1115E-05 -0.2821E-06
   90.00       260.0      0.4279E-07 -0.1346E-06 -0.1026E-05 -0.2956E-06
   90.00       265.0      0.2999E-07 -0.6459E-07 -0.1019E-05 -0.3762E-06
   90.00       270.0     -0.5204E-14  0.8255E-14 -0.1075E-05 -0.5844E-06
   90.00       275.0     -0.4535E-07  0.5490E-07 -0.8666E-06 -0.8195E-06
   90.00       280.0     -0.1030E-06  0.9661E-07 -0.7624E-06 -0.7490E-06
   90.00       285.0     -0.1690E-06  0.1228E-06 -0.6718E-06 -0.8766E-06
   90.00       290.0     -0.2389E-06  0.1324E-06 -0.6650E-06 -0.8611E-06
   90.00       295.0     -0.3085E-06  0.1259E-06 -0.4366E-06 -0.9556E-06
   90.00       300.0     -0.3738E-06  0.1050E-06 -0.2553E-06 -0.1120E-05
   90.00       305.0     -0.4321E-06  0.7221E-07 -0.7053E-07 -0.1263E-05
   90.00       310.0     -0.4813E-06  0.3071E-07   0.000     -0.1112E-05
   90.00       315.0     -0.5205E-06 -0.1613E-07  0.2066E-06 -0.9841E-06
   90.00       320.0     -0.5499E-06 -0.6507E-07  0.2150E-06 -0.9337E-06
   90.00       325.0     -0.5703E-06 -0.1133E-06  0.1243E-06 -0.7591E-06
   90.00       330.0     -0.5832E-06 -0.1584E-06  0.1747E-06 -0.7053E-06
   90.00       335.0     -0.5902E-06 -0.1985E-06  0.2586E-06 -0.5441E-06
   90.00       340.0     -0.5930E-06 -0.2326E-06  0.1478E-06 -0.4299E-06
   90.00       345.0     -0.5933E-06 -0.2596E-06  0.1344E-06 -0.3762E-06
   90.00       350.0     -0.5925E-06 -0.2792E-06  0.5374E-07 -0.2116E-06
   90.00       355.0     -0.5915E-06 -0.2910E-06  0.2015E-07 -0.1125E-06
   90.00       360.0     -0.5911E-06 -0.2949E-06 -0.1089E-12  0.2018E-12
